,avatar,posts,followers,likes,engagement_rate
13119,ministryofculturegoi,3K,151.9K,3K,0.2
13120,sunelmusician,47,151.9K,47,5.1
13121,tomaselamigo,590,151.9K,590,6.1
13122,davidoyelowo,487,151.9K,487,2.6
13123,americadeportes,1K,151.9K,0.98K,0.1
13124,cantika_sexy,138,151.9K,1,0
13125,beniamin.andrzejewski,440,151.9K,440,5.2
13126,tasmiahkhann,711,151.9K,711,1.4
13127,algore,123,151.9K,123,2
13128,nkemowohosuofia,275,151.8K,275,5.7
13129,curiocityseattle,5.2K,151.8K,5.17K,0.7
13130,sleepy.tofu,531,151.8K,531,1.6
13131,kulineraslisuroboyo,2.6K,151.8K,2.57K,0.7
13132,tatdolls,412,151.8K,412,1.8
13133,reviewthailand,2.5K,151.8K,2.49K,1.4
13134,sarachafak,1.8K,151.8K,1.83K,3.4
13135,thomas_keal,2K,151.8K,2.03K,3.5
13136,instamengaji,4,151.8K,4,1.2
13137,deepakschhabracouture,2.3K,151.8K,2.29K,1
13138,cowokeceid,1.2K,151.8K,1.19K,1.6
13139,fad_anuar,350,151.8K,350,0.7
13140,starstruckbysl,1.5K,151.8K,1.45K,0.3
13141,mentallylgbtq,1.9K,151.8K,1.89K,6.5
13142,soymiguelsimon,90,151.8K,90,3.2
13143,officine_gullo,418,151.8K,418,1.3
13144,richardbonaofficial,1.3K,151.8K,1.30K,0.9
13145,makeup.amol,92,151.8K,92,0.1
13146,olmobikes,214,151.8K,214,3
13147,forvrmood,342,151.8K,342,0.4
13148,oficialfrancyneroper,97,151.8K,97,0.8
13149,nardowick,33,151.8K,33,23.5
13150,migo_stark,302,151.8K,302,0.8
13151,adrienvanbeveren,1.5K,151.8K,1.52K,3.1
13152,tinkerlustid,4.5K,151.8K,4.54K,0.2
13153,vanbuild360,740,151.7K,740,0.9
13154,reelthattouches,429,151.7K,429,20.6
13155,nourfathallah,2.9K,151.7K,2.92K,0.4
13156,sublimewithrome,877,151.7K,877,0.8
13157,onlyfansreneegracie,80,151.7K,80,3.2
13158,libyan_street,821,151.7K,821,0.2
13159,my_linastore,101,151.7K,1,0
13160,irfan.ghafur,194,151.7K,194,36.3
13161,agudelo888,742,151.7K,742,1.8
13162,valencia_valencia,260,151.7K,260,11.3
13163,aida_fabi,221,151.7K,221,2.2
13164,harbsy,359,151.7K,359,4.8
13165,ronald0club,1.6K,151.7K,1.61K,3.8
13166,smallmummycomedy,854,151.7K,854,1.9
13167,rp_transformations,5.9K,151.7K,5.90K,0.4
13168,austin_monthly,4K,151.7K,3.99K,0.4
13169,srijitmukherji,0.9K,151.7K,0.91K,1.9
13170,mallika453,395,151.7K,395,3.6
13171,djrinkindia,2.8K,151.7K,2.79K,1.8
13172,rudinabalaj,267,151.7K,267,5.6
13173,guerelsahin,1.8K,151.7K,1.78K,1.8
13174,homebox_bh,1.7K,151.7K,1.74K,0.1
13175,cheap_footwears,2.6K,151.6K,2.59K,0.3
13176,sphynxlair,3.1K,151.6K,3.06K,3.2
13177,ucarakkesfet,1.1K,151.6K,1.05K,4.9
13178,kandeeshoesofficial,3.3K,151.6K,3.29K,0.5
13179,piyankamongiiia,710,151.6K,710,1.4
13180,foodfascination_,1.2K,151.6K,1.19K,3.3
13181,ruutu73,680,151.6K,680,1
13182,the_airforce_,2.7K,151.6K,2.75K,5
13183,vngnc,161,151.6K,161,7.7
13184,hummelsport,1.8K,151.6K,1.77K,1.2
13185,jyylondon,4.3K,151.6K,4.32K,0.2
13186,kraft_id,297,151.6K,297,0.9
13187,savvygiveaways,41,151.6K,41,22.2
13188,af_m,2.9K,151.6K,2.89K,1.1
13189,maudinettte,8.2K,151.6K,8.22K,2.2
13190,ultimaterugby,4.8K,151.6K,4.82K,1.9
13191,caraquistasfans,8K,151.6K,7.96K,1.2
13192,ntrl.official,1.7K,151.6K,1.69K,1.7
13193,luni_collection,835,151.5K,835,0.1
13194,myanichol,1.2K,151.5K,1.24K,0.8
13195,masak2dengannick,4.4K,151.5K,4.42K,1.6
13196,suckerpunchprod,134,151.5K,134,6.9
13197,ninjakitchen,558,151.5K,558,0.4
13198,irfantextiles,2.1K,151.5K,2.14K,0.6
13199,mllrdesign,2.7K,151.5K,2.72K,0.1
13200,mamamedita,1.8K,153K,1.85K,1.7
13201,____shamuu____,272,153K,272,1.8
13202,__iamrachelle__,1.2K,153K,1,0
13203,realalihussein,884,153K,884,0.7
13204,timothytaylorgallery,2.4K,153K,2.41K,0.5
13205,marismuffin,472,153K,472,8.5
13206,mdscollections,12.8K,153K,1,0.1
13207,nadrooz,0.9K,153K,0.94K,0.6
13208,matematicaen30minutos,697,153K,697,7.8
13209,takayan_gorizal,2,153K,2,31.5
13210,lollipopbabycamera,485,153K,485,0.2
13211,cheyennesnails_,576,153K,576,5.3
13212,kimjuliehansen,447,152.9K,447,2.1
13213,sunnymalton,19,152.9K,19,19.2
13214,tenuedeattire,3.9K,152.9K,3.89K,0.2
13215,gs__upsc,4.8K,152.9K,4.82K,0.3
13216,interiorplusdesign,5.2K,152.9K,5.18K,0.6
13217,kolkatadelites,3K,152.9K,3.05K,3
13218,antzcreator,5.3K,152.9K,5.29K,0.4
13219,urbancrushmedia,278,152.9K,278,0.2
13220,austinvanderford,888,152.9K,888,4.1
13221,marconybarber,1.3K,152.9K,1.30K,1.5
13222,solstice_mag,6.2K,152.9K,6.15K,0.8
13223,jwbarger,2.7K,152.9K,2.74K,1.8
13224,cuts_beauty_khan,1.2K,152.9K,1.17K,0.6
13225,probablythis,1.6K,152.9K,1.55K,5.7
13226,moran_tarasov,2.2K,152.9K,2.25K,5.7
13227,ungkapan.rohani,5.5K,152.8K,5.47K,0.5
13228,pachulishow,3.3K,152.8K,3.34K,0.6
13229,dltree_target_ross_finds,3.1K,152.8K,3.09K,1.5
13230,cazacu21,1.3K,152.8K,1.30K,0.8
13231,hidden._.heart._.feelings,493,152.8K,493,9.2
13232,monika_mazur_,485,152.8K,485,9.2
13233,pablomassey,1.3K,152.8K,1.32K,0.8
13234,darialadocha,2.1K,152.8K,2.06K,1.4
13235,movidaalugueldecarros,2.3K,152.8K,2.33K,0.8
13236,rizwanbeyg,2K,152.8K,1.96K,0.2
13237,bhojpuri_duniya486,6.1K,152.8K,6.09K,0.4
13238,rollingstonein,13.6K,152.8K,13.63K,0.2
13239,aruunikakhanna,631,152.8K,631,4.6
13240,chamonixmontblanc,1.7K,152.8K,1.74K,2.3
13241,theritzlondon,1.5K,152.8K,1.47K,2.3
13242,mrboogiet,2.8K,152.8K,2.80K,4.1
13243,wellaeducationbr,830,152.8K,830,0.3
13244,shafaatsyed,691,152.8K,691,2.8
13245,mrtrig,1K,152.7K,1.04K,0.9
13246,maisonfrancescoscognamiglio,2.6K,152.7K,2.60K,0.8
13247,cristobalgonzalez1,0.9K,152.7K,0.92K,12.6
13248,ondoa1,52,152.7K,52,3
13249,edwinelfuturodelasalsa,811,152.7K,811,0.1
13250,amerhadi700,1.3K,152.7K,1.33K,57.9
13251,benjaminyuooo,555,152.7K,555,4.7
13252,chefselection,14.9K,152.7K,14.86K,0.6
13253,drogasiloficial,233,152.7K,233,0.2
13254,fatma___topal,3.3K,152.7K,1,0
13255,cbctoronto,3K,152.7K,2.97K,0.2
13256,pampersus,240,152.7K,240,0.2
13257,boybestie_vs_girlbestie,4.1K,152.7K,1,0
13258,etniqo,8K,152.7K,7.97K,0.2
13259,eminella_,2K,152.7K,1.98K,0.5
13260,trekking_en_chile,1.1K,152.7K,1.05K,1.4
13261,afoodiecookie,5.3K,152.7K,5.33K,0.5
13262,kingkennyslay,797,152.7K,797,12.5
13263,tmb_jon,2.4K,152.7K,2.38K,0.9
13264,tinta_rindu21,470,152.7K,470,4.4
13265,ofmiamistore,19.7K,152.7K,19.68K,0.1
13266,jamie_zella,357,152.7K,357,16.2
13267,surabhi_lakshmi,447,152.7K,447,2.1
13268,2hand.corner,25.4K,152.7K,25.38K,0.3
13269,thrill_bicycle,1.8K,152.7K,1.84K,0.8
13270,teekhi_mircheee,2.9K,152.7K,2.89K,0.2
13271,firstcryparenting,1.7K,152.6K,1.70K,0.3
13272,trend.in.myway,1.4K,152.6K,1.35K,2.1
13273,keylamartinezhn,1.8K,152.6K,1.83K,1.5
13274,jyjy1122,489,152.6K,489,1.9
13275,smakekinian,2.5K,152.6K,2.51K,0.7
13276,suruchiparakh,2.6K,152.6K,2.64K,0.3
13277,babygang_1,3,152.6K,3,30.6
13278,disneyfilmsindia,1K,152.6K,1.02K,1.3
13279,thestreetco,3.3K,152.6K,3.29K,0.3
13280,cynthialander,4.3K,152.6K,4.34K,0.6
13281,heart.of.feelings,2.6K,152.6K,2.62K,3.9
13282,novatv_,12.3K,152.6K,12.29K,0.3
13283,thatssofetchau,4.6K,152.6K,4.61K,1.1
13284,rishimd,656,152.6K,656,0.3
13285,evielavigne,447,152.6K,1,0
13286,cybersmilefoundation,2.5K,152.6K,2.50K,0.9
13287,lecoindupatissier,242,152.6K,242,6.3
13288,nothingnowhere,10,152.6K,10,9.9
13289,kabarknives,1.2K,152.6K,1.24K,2.3
13290,zamalek_girls,1.2K,152.6K,1.17K,1
13291,gemma,471,152.6K,471,2.4
13292,caleb,8,152.6K,8,29.9
13293,jennalovisa,1.5K,152.6K,1.48K,5.6
13294,gurmeetbhadana,1.6K,152.6K,1.62K,1.3
13295,proudgambians,2.7K,152.6K,2.70K,5
13296,jaden,3,152.5K,3,17.8
13297,francescofedato19,109,152.5K,1,0
13298,maximignite,895,152.5K,895,10.4
13299,helodangeloarte,1.4K,152.5K,1.37K,3.3
13300,ritikpratapsinghbjpofficial,554,154K,554,7.6
13301,lissyayala_hn,98,154K,98,1
13302,mrskevonstage,1.6K,154K,1.62K,4.4
13303,ao_american_outlet,2.4K,154K,2.41K,0.3
13304,minskchp,3.8K,154K,1,0
13305,orlebarbrown,3.9K,153.9K,3.89K,0.3
13306,coola,449,153.9K,449,0.5
13307,amber2920,1.2K,153.9K,1.24K,2.7
13308,recehtapiviral,6.7K,153.9K,6.66K,2.7
13309,tuheena.raj,1.5K,153.9K,1.51K,1.2
13310,shagun__sharma,312,153.9K,312,2.1
13311,drsarahaaa,1.1K,153.9K,1.10K,5.8
13312,minute16,1.7K,153.9K,1.74K,0.8
13313,viennaelfira,733,153.9K,733,0.8
13314,harley.blaze,746,153.9K,1,0
13315,crow_of_spades,1.3K,153.9K,1.30K,0.4
13316,outfitfikra,811,153.9K,811,0.6
13317,sayantighoshdesignerstudio,5.2K,153.9K,5.23K,0.8
13318,m_s.dhoni,801,153.9K,801,9.8
13319,atolye_atasehir,158,153.9K,158,0
13320,halfcakedmakeup,3.4K,153.9K,3.41K,0.3
13321,kiddaan,6.1K,153.9K,6.14K,3.1
13322,alltakadesivos,2.4K,153.8K,2.40K,0.3
13323,carissaperusset,642,153.8K,642,3.7
13324,streampantaya,1.7K,153.8K,1.66K,0.1
13325,indian,3,153.8K,1,1.5
13326,sandra_traczyk,0.9K,153.8K,0.93K,1.6
13327,djdiamondkuts,1.1K,153.8K,1.11K,1.9
13328,historic_imagery,7.1K,153.8K,7.06K,0.9
13329,sanajyp,762,153.8K,762,3
13330,mathiaslefevre,0.9K,153.8K,0.93K,4.7
13331,iracingofficial,1.2K,153.8K,1.17K,2.9
13332,komikazer,1.5K,153.8K,1.46K,1.1
13333,tokomasbungatanjung,117.7K,153.8K,117.74K,0
13334,fcmetz,2K,153.8K,2K,1.5
13335,canecorsosuperior,583,153.8K,583,7.8
13336,ichasasmita,1.4K,153.8K,1.36K,0.1
13337,happycolor_official,448,153.8K,448,0.4
13338,roundtwovintage,29.6K,153.8K,29.64K,0.1
13339,decathlon.ma,285,153.8K,285,0.4
13340,dj_amine,28K,153.8K,1,0
13341,shipsailorsatya,310,153.8K,310,0.6
13342,msglowclinicsemarang,1.6K,153.8K,1.59K,0.3
13343,hatkemodels,0.9K,153.8K,0.90K,1.6
13344,daarajfam_officiel,196,153.8K,196,1.2
13345,wahatomato,3.5K,153.8K,3.54K,3.9
13346,bryantparknyc,2K,153.8K,1.95K,1.4
13347,polarbrasil,1.5K,153.8K,1.50K,1.2
13348,zafat_events,473,153.8K,473,0
13349,claudianne2727,565,153.7K,565,7.4
13350,amanda_and_thegreek,15,153.7K,15,1.9
13351,starbucksreserve,301,153.7K,301,2.5
13352,willyvanderperre,1.8K,153.7K,1.82K,0.7
13353,taskyanamya,439,153.7K,439,2.4
13354,huzur_islamladir,11.7K,153.7K,11.69K,0.5
13355,tees_nd_more,6.9K,153.7K,1,0
13356,londontheinside,6K,153.7K,6.02K,1.1
13357,derekaddict,397,153.7K,397,0.3
13358,babyletto,2.2K,153.7K,2.15K,0.4
13359,xanim_official,78,153.7K,78,1
13360,36grados,1.8K,153.7K,1.81K,1
13361,komikdimsum,891,153.7K,891,2.2
13362,amidesai,3.7K,153.7K,3.72K,1
13363,faceofbeautynigeria,3.3K,153.7K,3.27K,0.6
13364,latavolalinen,2.4K,153.7K,2.39K,0.7
13365,kaushiki_sings,595,153.7K,595,3.6
13366,escapeswimwear,2.1K,153.7K,2.11K,0.3
13367,deeanaofficial,2.5K,153.7K,2.55K,5.6
13368,jamestex,874,153.7K,874,1.7
13369,brooklynlighthouse,2.9K,153.7K,2.90K,0.3
13370,wearenovation,1.1K,153.6K,1.09K,0.6
13371,shalinipandey.fc,1.2K,153.6K,1.17K,1.3
13372,luxury_engines_,564,153.6K,564,2.2
13373,poetrycamp,650,153.6K,650,0.2
13374,cheflorenzoboni,1.1K,153.6K,1.11K,0.7
13375,mandala_eric,275,153.6K,275,2.4
13376,colorful_kimmes,1.8K,153.6K,1.84K,2.2
13377,shahriar.shafiq,77,153.6K,77,5.7
13378,sarahpotempa,5.2K,153.6K,5.21K,0.6
13379,akhmadmusyaffa,429,153.6K,429,0.1
13380,jackwolfskin,1.4K,153.6K,1.43K,2.7
13381,timdouwsma,3.7K,153.6K,3.70K,1.8
13382,abbeycholmes,1.7K,153.6K,1.70K,0.4
13383,stretch,197,153.6K,197,1.8
13384,home_healthy_pro,2.9K,153.5K,2.89K,1.7
13385,katmandu,1K,153.5K,0.99K,0.4
13386,btapiero,1.2K,153.5K,1.23K,3.4
13387,nomi.hu,281,153.5K,281,1.9
13388,djdianadee,842,153.5K,842,1.8
13389,budoyojawi,2K,153.5K,1.99K,1.2
13390,wani_ornaments,5.9K,153.5K,5.91K,0.5
13391,tracelysette,671,153.5K,671,1.9
13392,mariaisabelladepadilla,394,153.5K,394,2.2
13393,ratanrathore14,899,153.5K,899,1.6
13394,lesgeorgettes_byaltesse,1.4K,153.5K,1.38K,0.7
13395,serenawylliemakeup,587,153.5K,587,1.9
13396,crack_head_nishu,1.9K,153.5K,1.88K,1.7
13397,thinksforkids,5K,153.5K,4.98K,0.6
13398,stream_entertainment,3.4K,153.5K,3.39K,1.4
13399,ridesnowboards,2.2K,153.5K,2.24K,1.7
13400,namani_mua,1.1K,155K,1.06K,0.3
13401,alinaae09,2.6K,155K,2.60K,0.9
13402,teekhi_mircheee,3K,155K,3.02K,0.2
13403,vin_tra,371,155K,371,6.5
13404,bollywoodmedialove,6.6K,155K,6.60K,1.8
13405,omstarsofficial,4.2K,155K,4.16K,0.3
13406,doleytobing,4.1K,155K,4.08K,0.3
13407,nikojuniuss,697,155K,697,9.2
13408,denissahady,2.4K,155K,2.41K,1.7
13409,clinique_in,1.9K,155K,1.87K,0.2
13410,anniisariya,3.8K,155K,3.84K,0.8
13411,costeenhatzi,226,155K,226,7.5
13412,heyjenbartel,2.2K,155K,2.17K,3.9
13413,friendsoffriends,7.4K,155K,7.36K,0.6
13414,lebripartami,1K,155K,0.97K,3.2
13415,takealotcom,1.2K,155K,1.20K,0.5
13416,raniekarlina,1.3K,155K,1.33K,3.1
13417,batoko,1.5K,154.9K,1.47K,0.3
13418,thecocoagiirl,8.9K,154.9K,8.90K,4.1
13419,setmywed,3.1K,154.9K,3.14K,0.6
13420,youngstars_official,3.6K,154.9K,3.57K,1
13421,uniceflebanon,3K,154.9K,3.03K,0.2
13422,lilmizzunique,409,154.9K,409,2.4
13423,sahibnoorsingh,408,154.9K,408,6.9
13424,ishitanand,1.2K,154.9K,1.18K,1.9
13425,agoraimages,1.8K,154.9K,1.84K,1.5
13426,najeh_haute_couture,485,154.9K,485,1.2
13427,kensugijanto,653,154.9K,653,1.7
13428,kubratpulev,195,154.9K,195,9.7
13429,prophetrolex4,302,154.9K,302,1.8
13430,casalafemmenyc,1.1K,154.9K,1.07K,0.5
13431,velvetyfoodies,0.9K,154.9K,0.94K,0.7
13432,carolinalemkeberlin,792,154.8K,792,0.1
13433,atlantahomesmag,2K,154.8K,2.01K,0.7
13434,techno__of__insta,1K,154.8K,1.04K,2
13435,getnrg,1.8K,154.8K,1.83K,1.8
13436,mybeesunglass,2K,154.8K,2.04K,0.1
13437,tamarachennai,1.1K,154.8K,1.10K,0.8
13438,gooutonlinejpn,3.2K,154.8K,3.25K,0.6
13439,denmarklefevre,206,154.8K,206,8
13440,anikhasurendrantimes,1.7K,154.8K,1.66K,3
13441,cyruss_mathew_makeovers,2.4K,154.8K,2.36K,2.7
13442,hubsmfg,0.9K,154.8K,0.93K,1.4
13443,shannon_lawson,0.9K,154.8K,0.91K,1.5
13444,bielenda,2.4K,154.8K,2.39K,1
13445,kidschoiceawards,97,154.8K,97,11
13446,kershawschallenge,1K,154.8K,1K,2.5
13447,lychee_the_corgi,1.1K,154.8K,1.06K,3.6
13448,cosplay_collective,844,154.8K,844,1.2
13449,jeep_and_thar_lover,2.2K,154.8K,2.17K,2
13450,thaliathaleia,1.3K,154.8K,1.32K,1.1
13451,duahiji_official,0.9K,154.8K,0.91K,0.7
13452,stefanbenzofficial,322,154.8K,322,3.9
13453,photodre,169,154.8K,169,5
13454,rosemarieyang,1.5K,154.7K,1.45K,8.9
13455,haseequazi,355,154.7K,355,6.4
13456,apaixonadosporaviacao,14.9K,154.7K,14.86K,1.2
13457,crocerossaitaliana,2K,154.7K,2.05K,1
13458,deloitte,594,154.7K,594,0.7
13459,mikeness,98,154.7K,98,7.6
13460,alphafemalemotivation,2.6K,154.7K,2.57K,0.4
13461,advait_vaidya,5.1K,154.7K,5.14K,1.6
13462,iconicmotorbikes,10.7K,154.7K,10.73K,0.9
13463,fitforakingtx,1.1K,154.7K,1.08K,2.5
13464,jeremycowart,138,154.7K,138,0.9
13465,avik_photography,1.6K,154.7K,1.61K,0.3
13466,unfpa,1.7K,154.7K,1.73K,0.2
13467,spisbedre,5.1K,154.6K,5.12K,0.9
13468,grouplove,48,154.6K,48,2.1
13469,zaharaswim,1.9K,154.6K,1.92K,0.7
13470,davidloftus,7.1K,154.6K,7.08K,1.4
13471,krystynoniedenerwujmatki,1.7K,154.6K,1.74K,6.2
13472,itkconcepts,604,154.6K,604,2.1
13473,hikingwithdogs_,888,154.6K,888,4.2
13474,leslietripathy26,1.8K,154.6K,1.82K,0.9
13475,rainewsofficial,3.4K,154.6K,3.41K,0.9
13476,jakartaaquarium,781,154.6K,781,0.1
13477,aprllc,3.6K,154.6K,3.56K,0.6
13478,lejdilouve,340,154.6K,340,0.7
13479,3inachile,1.3K,154.6K,1.33K,0.3
13480,oshinarya19,354,154.6K,354,1.5
13481,jennyyoonyc,4.2K,154.6K,4.19K,0.7
13482,dm_bih,1.6K,154.6K,1.57K,0.8
13483,ayah_amanah,560,154.6K,560,2.3
13484,boydholbrook,176,154.6K,176,8.1
13485,yoshi_samoyed,51,154.6K,51,26.5
13486,kampturkiye,556,154.6K,556,1
13487,flamingo_estate,1.9K,154.6K,1.87K,1.2
13488,talabat,30,154.6K,30,0.2
13489,siskaschoeters,2.1K,154.6K,2.07K,5.9
13490,scaarlett_johanson,519,154.5K,519,1.7
13491,pop_beauty,5.8K,154.5K,5.79K,0.4
13492,teaminkova,835,154.5K,835,14.9
13493,kelvinsilllva,2.6K,154.5K,2.60K,0.4
13494,estiganopassinho_oficial,2.2K,154.5K,2.17K,0.8
13495,mas.recetas,1.8K,154.5K,1,0.1
13496,giorgioprezioso,770,154.5K,770,4.3
13497,eva_roemaat,4K,154.5K,4.04K,3.3
13498,thebabychick,3.7K,154.5K,3.66K,2.1
13499,niagoitia,37,154.5K,37,14.9
13500,nickresortpuntacana,1.2K,156K,1.18K,0.6
13501,koplak.ngakak,3.1K,156K,3.10K,5.9
13502,frenchylovesyou,2.2K,156K,2.16K,1.4
13503,telefon_baki,10.8K,156K,10.80K,0.2
13504,abbah_process,593,156K,593,2.3
13505,seleramakan,4.5K,156K,4.49K,0.3
13506,gioielleriaesposito,4.3K,156K,4.27K,0.2
13507,foodie_blest,1.4K,156K,1.36K,2.1
13508,nupuurpatil,821,156K,821,0.3
13509,1111divinelight1111,19.5K,156K,19.53K,0.7
13510,hannesbieger,2.2K,156K,2.19K,1.6
13511,peru.destinations,2.6K,155.9K,2.60K,1
13512,musethebarber,2.9K,155.9K,2.89K,0.2
13513,jaycoset_,33,155.9K,33,38.8
13514,ournextflight,763,155.9K,763,4.4
13515,gettyfc,2.1K,155.9K,2.09K,0.4
13516,alinaakselrad,1.2K,155.9K,1.21K,9
13517,randywongg,157,155.9K,157,20.9
13518,shamszfit,1.5K,155.9K,1.49K,3.4
13519,intervallenato,32.5K,155.9K,32.54K,0.1
13520,sethobrien,90,155.9K,90,2
13521,clothiraindia,1.9K,155.9K,1.94K,0.1
13522,hector_marchena_,2.9K,155.9K,2.93K,3.1
13523,ayraaryssa,61,155.9K,61,9.9
13524,rishabshettyfilms,833,155.9K,833,7.2
13525,dr.aanchal.md,741,155.9K,741,1.7
13526,consul,279,155.9K,279,1.4
13527,bodypack,2.6K,155.9K,2.57K,0.5
13528,magalielb,877,155.9K,877,4.6
13529,rushi_creations147,263,155.9K,263,3
13530,comedywildlifephoto,489,155.9K,489,1.5
13531,sarmisthaacharjee,2K,155.9K,2K,1.3
13532,bowsandarrowsflowers,2.2K,155.9K,2.18K,0.9
13533,saumya332,282,155.9K,282,5.5
13534,jensincero,1K,155.9K,1K,0.7
13535,homescapefreestar,4.2K,155.9K,4.24K,0
13536,lalineisrael,2.8K,155.9K,2.81K,0.2
13537,digiartpiles,97,155.8K,97,2.1
13538,oralb,363,155.8K,363,0.2
13539,eleven2x,9,155.8K,9,6.6
13540,minisoindia,1.5K,155.8K,1.53K,1.2
13541,akosua_beatrix,493,155.8K,493,1.1
13542,pokeypotpie,2.7K,155.8K,2.74K,5.4
13543,kritikasharmaofficial_,657,155.8K,1,0
13544,bo.czeq,210,155.8K,210,4.8
13545,helenblandino,6.6K,155.8K,6.64K,3.2
13546,prixworkshop,244,155.8K,244,1.1
13547,visitsaudi,842,155.8K,842,2.6
13548,politicaljokesid,3.5K,155.8K,3.46K,4
13549,suzanneschulting,856,155.8K,856,9.2
13550,art_dentaire,239,155.8K,239,1.1
13551,rhystothehoskins,306,155.8K,306,9.9
13552,retro_95,659,155.8K,659,0.6
13553,bollywoodbiz,286,155.7K,286,0.3
13554,farmashopuy,1.7K,155.7K,1.72K,0.1
13555,portraits_avenue,763,155.7K,763,0.9
13556,captain_mew,1.2K,155.7K,1.25K,1.9
13557,alfdns,2.2K,155.7K,2.21K,1.3
13558,andreabruce,586,155.7K,586,0.7
13559,adellejewellery,4.1K,155.7K,4.10K,0.3
13560,cbmodification,1.3K,155.7K,1.33K,1
13561,night_riders_89,313,155.7K,313,10.3
13562,onepiecelit,121,155.7K,121,10
13563,carlyanndell,2K,155.7K,2.03K,3
13564,carnifex,2.2K,155.7K,2.16K,1.5
13565,lestitisdupsgofficiel,2.8K,155.7K,2.76K,0.8
13566,joebruzas,408,155.7K,408,5.2
13567,shumonna_mathur,1.3K,155.7K,1.31K,0.6
13568,saraphinaviolin,1.1K,155.7K,1.05K,4.4
13569,turboxtreme,1.3K,155.7K,1.29K,5.8
13570,poggytheman,875,155.7K,875,2.3
13571,gcalories,2.1K,155.7K,2.13K,0.2
13572,masalabeads,2.6K,155.6K,2.63K,1.8
13573,kayla_b_fit,156,155.6K,156,1.9
13574,nourish_naturally,4.3K,155.6K,4.34K,0.2
13575,droidlime,1.4K,155.6K,1.35K,0.9
13576,vodafoneit,474,155.6K,474,0.4
13577,jesusneyra,1.1K,155.6K,1.08K,2.7
13578,chronicflowers,107,155.6K,107,4.3
13579,jeroom.inc,139,155.6K,139,8.8
13580,leandilustra,805,155.6K,805,3.2
13581,mohammadrezaoshrieh,79,155.6K,79,8.9
13582,isnasutanto,3K,155.6K,3K,0.4
13583,designpataki,2.1K,155.6K,2.11K,1.1
13584,landmee_official,5K,155.6K,4.99K,0.1
13585,copacabanahk,2.7K,155.6K,2.69K,0.2
13586,only_one_crush,1K,155.6K,0.99K,3.8
13587,roma.jani,776,155.6K,776,1.1
13588,detallitosydecoracion,3K,155.6K,2.96K,0.1
13589,jacquelinchng,9.4K,155.6K,9.40K,0.5
13590,grandiosavenezuela,2.2K,155.6K,2.15K,2.3
13591,genelia_us,1.5K,155.5K,1.46K,2.9
13592,joelyoceannails,1K,155.5K,0.97K,7.5
13593,alyssa_therecipecritic,2.5K,155.5K,2.46K,0.5
13594,omsons_bridal_store,4.6K,155.5K,4.56K,0.3
13595,antiquorum,2K,155.5K,2K,0.1
13596,corrieredellosport,5.8K,155.5K,5.77K,0.3
13597,memories.of.india,4.4K,155.5K,4.45K,1.7
13598,xbox_spain,1.2K,155.5K,1.17K,1.9
13599,caddearena54,6.1K,155.5K,6.06K,2.1
13600,mereba,174,157K,174,7.5
13601,riddhi_deorah,1.8K,157K,1.77K,0.6
13602,rachell_price,1.1K,157K,1.11K,1.9
13603,agnetasjodin,3.2K,157K,3.24K,3.3
13604,huskyranch,2.3K,157K,2.30K,1.2
13605,cookrepublic,4.7K,157K,4.69K,0.9
13606,alodigital,5.3K,157K,5.28K,0.1
13607,billionairesdeluxe,888,157K,888,1.1
13608,odnatamyara,511,157K,511,6.1
13609,sahibaakaur_artistry,826,156.9K,826,3.4
13610,singhstamusic,1.1K,156.9K,1.09K,15.5
13611,troyjthornton,577,156.9K,577,0.5
13612,surbhiithakurr,86,156.9K,86,2.6
13613,solcitofijo,1.7K,156.9K,1.72K,2
13614,lululemonuk,2K,156.9K,2.01K,0.3
13615,iamloadedlux,1.8K,156.9K,1.75K,2.2
13616,hehiuwazzup,2K,156.9K,2.04K,5.5
13617,ateliercologne,1.2K,156.9K,1.21K,0.9
13618,inasrana,554,156.9K,554,1.9
13619,raynaldowijaya,669,156.9K,669,5.6
13620,bbq.nation,548,156.9K,548,0.8
13621,burger,1.1K,156.9K,1.09K,0.6
13622,maccosmeticscanada,2.1K,156.9K,2.13K,0.4
13623,arpita__mehta,451,156.8K,451,2
13624,hirabasir,785,156.8K,785,3.4
13625,mrjacobbanks,508,156.8K,508,4.7
13626,keithharingfoundation,585,156.8K,585,2.1
13627,dehuismuts,1.3K,156.8K,1.29K,6.9
13628,thalia_buchhandlungen,2.3K,156.8K,2.27K,1.2
13629,budakijat,3K,156.8K,3.04K,1
13630,dicemagazine,6.7K,156.8K,6.66K,1.8
13631,yamahamusicusa,1.1K,156.8K,1.11K,0.5
13632,shahnaz_shimul,1.1K,156.8K,1.10K,7.1
13633,ellendegeneres_fc,2.3K,156.8K,2.30K,0.9
13634,bakingcookingpemula,15.9K,156.8K,15.89K,0.1
13635,terapiasalternativasyremedios,747,156.8K,747,0.9
13636,louievega,3.8K,156.8K,3.85K,0.8
13637,doodleloversofig,2.3K,156.8K,2.27K,2.6
13638,yoshinoyaid,750,156.8K,750,0.4
13639,uggineurope,3K,156.8K,3.03K,0.2
13640,my_hearty_paints,282,156.8K,282,21.2
13641,bam_martin,829,156.7K,829,2.9
13642,aya.v_v.ka,2.5K,156.7K,2.54K,1.2
